age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
63.0,b'Private',156127.0,b'Some-college',10.0,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
46.0,b'Private',151325.0,b'10th',6.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
52.0,b'Private',311350.0,b'HS-grad',9.0,b'Divorced',b'Transport-moving',b'Not-in-family',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
44.0,b'Self-emp-not-inc',273465.0,b'Assoc-acdm',12.0,b'Never-married',b'Sales',b'Own-child',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
66.0,b'Private',172646.0,b'5th-6th',3.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',1173.0,0.0,12.0,b'United-States',b'<=50K'
51.0,b'Private',379797.0,b'10th',6.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Black',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
38.0,b'Private',131827.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,70.0,b'United-States',b'<=50K'
26.0,b'State-gov',158734.0,b'Masters',14.0,b'Never-married',b'Prof-specialty',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
35.0,b'Private',233533.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,42.0,b'United-States',b'<=50K'
48.0,b'Private',246367.0,b'Some-college',10.0,b'Widowed',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,50.0,b'United-States',b'<=50K'
42.0,b'Local-gov',142049.0,b'Some-college',10.0,b'Divorced',b'Tech-support',b'Unmarried',b'White',b'Female',0.0,0.0,32.0,b'United-States',b'<=50K'
50.0,b'Private',101119.0,b'10th',6.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
26.0,b'Private',104830.0,b'Masters',14.0,b'Never-married',b'Exec-managerial',b'Not-in-family',b'White',b'Female',594.0,0.0,35.0,b'United-States',b'<=50K'
42.0,b'Private',173981.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'Italy',b'>50K'
63.0,b'Private',195338.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',15024.0,0.0,45.0,b'United-States',b'>50K'
18.0,b'Private',64253.0,b'11th',7.0,b'Never-married',b'Sales',b'Own-child',b'Black',b'Female',0.0,0.0,20.0,b'United-States',b'<=50K'
56.0,b'Private',182062.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,48.0,b'United-States',b'>50K'
33.0,b'Private',111696.0,b'Some-college',10.0,b'Married-civ-spouse',b'Adm-clerical',b'Husband',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
41.0,b'?',168071.0,b'HS-grad',9.0,b'Married-civ-spouse',b'?',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
42.0,b'Private',314369.0,b'HS-grad',9.0,b'Divorced',b'Craft-repair',b'Unmarried',b'Black',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
37.0,b'Private',178877.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Adm-clerical',b'Husband',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
42.0,b'Private',111483.0,b'Masters',14.0,b'Never-married',b'Prof-specialty',b'Not-in-family',b'White',b'Male',0.0,0.0,48.0,b'United-States',b'>50K'
18.0,b'?',192321.0,b'Some-college',10.0,b'Never-married',b'?',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
62.0,b'Private',171757.0,b'7th-8th',4.0,b'Widowed',b'Transport-moving',b'Not-in-family',b'Black',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
29.0,b'Federal-gov',157313.0,b'Assoc-voc',11.0,b'Never-married',b'Prof-specialty',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
20.0,b'Private',38772.0,b'11th',7.0,b'Never-married',b'Other-service',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
36.0,b'Federal-gov',72338.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'Asian-Pac-Islander',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
67.0,b'Self-emp-not-inc',132626.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Farming-fishing',b'Husband',b'White',b'Male',0.0,0.0,70.0,b'United-States',b'<=50K'
50.0,b'Private',176240.0,b'Some-college',10.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'>50K'
40.0,b'Private',202692.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'White',b'Male',0.0,0.0,35.0,b'United-States',b'<=50K'
18.0,b'Private',70021.0,b'11th',7.0,b'Never-married',b'Other-service',b'Own-child',b'White',b'Male',0.0,0.0,15.0,b'United-States',b'<=50K'
55.0,b'Private',181242.0,b'HS-grad',9.0,b'Divorced',b'Protective-serv',b'Not-in-family',b'White',b'Male',0.0,0.0,20.0,b'United-States',b'<=50K'
48.0,b'Private',196707.0,b'Assoc-voc',11.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
80.0,b'Local-gov',81534.0,b'1st-4th',2.0,b'Widowed',b'Farming-fishing',b'Not-in-family',b'Asian-Pac-Islander',b'Male',1086.0,0.0,20.0,b'Philippines',b'<=50K'
25.0,b'Private',137658.0,b'Some-college',10.0,b'Never-married',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,45.0,b'United-States',b'<=50K'
24.0,b'Private',253190.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
46.0,b'Private',233059.0,b'9th',5.0,b'Divorced',b'Transport-moving',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
22.0,b'State-gov',177787.0,b'HS-grad',9.0,b'Never-married',b'Other-service',b'Unmarried',b'White',b'Female',0.0,0.0,45.0,b'United-States',b'<=50K'
35.0,b'Self-emp-not-inc',193026.0,b'Some-college',10.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'<=50K'
62.0,b'Self-emp-not-inc',271464.0,b'Masters',14.0,b'Separated',b'Farming-fishing',b'Not-in-family',b'White',b'Male',0.0,0.0,30.0,b'United-States',b'<=50K'
40.0,b'Private',199689.0,b'HS-grad',9.0,b'Divorced',b'Other-service',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
27.0,b'Federal-gov',190653.0,b'Assoc-voc',11.0,b'Married-civ-spouse',b'Armed-Forces',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'?',b'>50K'
40.0,b'Private',359389.0,b'Bachelors',13.0,b'Divorced',b'Other-service',b'Unmarried',b'Asian-Pac-Islander',b'Female',0.0,0.0,40.0,b'Philippines',b'<=50K'
49.0,b'Self-emp-not-inc',181717.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Wife',b'White',b'Female',0.0,0.0,7.0,b'United-States',b'>50K'
52.0,b'Private',245127.0,b'9th',5.0,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'Outlying-US(Guam-USVI-etc)',b'<=50K'
21.0,b'Private',274398.0,b'Assoc-voc',11.0,b'Never-married',b'Adm-clerical',b'Own-child',b'Black',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
41.0,b'Self-emp-not-inc',344624.0,b'Some-college',10.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'>50K'
35.0,b'Private',169037.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Wife',b'White',b'Female',0.0,0.0,48.0,b'United-States',b'<=50K'
22.0,b'Private',221406.0,b'Some-college',10.0,b'Never-married',b'Other-service',b'Not-in-family',b'White',b'Female',0.0,0.0,20.0,b'United-States',b'<=50K'
71.0,b'Private',211707.0,b'Some-college',10.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,4.0,b'United-States',b'<=50K'
73.0,b'?',185939.0,b'Bachelors',13.0,b'Married-civ-spouse',b'?',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
33.0,b'Private',227026.0,b'Bachelors',13.0,b'Never-married',b'Craft-repair',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'Nicaragua',b'<=50K'
38.0,b'Private',187847.0,b'Masters',14.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'>50K'
19.0,b'Private',238144.0,b'Some-college',10.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,20.0,b'United-States',b'<=50K'
29.0,b'Private',243660.0,b'Some-college',10.0,b'Never-married',b'Other-service',b'Not-in-family',b'White',b'Male',0.0,0.0,45.0,b'United-States',b'<=50K'
26.0,b'Private',102476.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Tech-support',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
56.0,b'Local-gov',238405.0,b'HS-grad',9.0,b'Widowed',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
29.0,b'Private',187479.0,b'Some-college',10.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
40.0,b'Private',168294.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
52.0,b'?',129893.0,b'HS-grad',9.0,b'Married-civ-spouse',b'?',b'Husband',b'Black',b'Male',0.0,1579.0,30.0,b'United-States',b'<=50K'
55.0,b'Private',172642.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
19.0,b'Private',208066.0,b'Some-college',10.0,b'Never-married',b'Sales',b'Own-child',b'White',b'Female',0.0,0.0,20.0,b'United-States',b'<=50K'
39.0,b'Private',247558.0,b'Some-college',10.0,b'Never-married',b'Sales',b'Not-in-family',b'White',b'Male',0.0,0.0,41.0,b'United-States',b'<=50K'
36.0,b'Private',99233.0,b'Some-college',10.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,1887.0,40.0,b'United-States',b'>50K'
46.0,b'Private',430278.0,b'Masters',14.0,b'Never-married',b'Prof-specialty',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
33.0,b'State-gov',204374.0,b'Masters',14.0,b'Never-married',b'Prof-specialty',b'Own-child',b'White',b'Male',0.0,0.0,38.0,b'Poland',b'<=50K'
30.0,b'Private',136832.0,b'9th',5.0,b'Never-married',b'Handlers-cleaners',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
54.0,b'Federal-gov',151135.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
17.0,b'Private',95875.0,b'9th',5.0,b'Never-married',b'Handlers-cleaners',b'Own-child',b'White',b'Male',0.0,0.0,12.0,b'United-States',b'<=50K'
39.0,b'Private',360494.0,b'HS-grad',9.0,b'Never-married',b'Transport-moving',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
21.0,b'?',187581.0,b'Some-college',10.0,b'Never-married',b'?',b'Own-child',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
53.0,b'Private',98659.0,b'9th',5.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,44.0,b'United-States',b'<=50K'
45.0,b'Private',252242.0,b'Doctorate',16.0,b'Divorced',b'Sales',b'Not-in-family',b'White',b'Male',99999.0,0.0,55.0,b'United-States',b'>50K'
24.0,b'Private',411238.0,b'Some-college',10.0,b'Married-civ-spouse',b'Adm-clerical',b'Wife',b'Black',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
47.0,b'Self-emp-not-inc',199083.0,b'Masters',14.0,b'Divorced',b'Transport-moving',b'Not-in-family',b'White',b'Male',0.0,2258.0,50.0,b'United-States',b'>50K'
38.0,b'Private',222573.0,b'HS-grad',9.0,b'Separated',b'Machine-op-inspct',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
44.0,b'Private',245317.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Adm-clerical',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
45.0,b'Private',216414.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Adm-clerical',b'Husband',b'White',b'Male',7688.0,0.0,50.0,b'United-States',b'>50K'
32.0,b'Private',236396.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
24.0,b'Private',311826.0,b'Some-college',10.0,b'Never-married',b'Sales',b'Unmarried',b'White',b'Female',0.0,0.0,18.0,b'United-States',b'<=50K'
38.0,b'Private',172538.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,55.0,b'United-States',b'<=50K'
38.0,b'Private',43712.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Adm-clerical',b'Husband',b'White',b'Male',0.0,0.0,55.0,b'United-States',b'<=50K'
33.0,b'Private',272669.0,b'Assoc-acdm',12.0,b'Never-married',b'Adm-clerical',b'Unmarried',b'Asian-Pac-Islander',b'Male',0.0,0.0,30.0,b'Hong',b'<=50K'
50.0,b'Private',137299.0,b'Assoc-acdm',12.0,b'Divorced',b'Craft-repair',b'Unmarried',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
40.0,b'Private',171305.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Adm-clerical',b'Husband',b'Black',b'Male',0.0,0.0,60.0,b'United-States',b'>50K'
33.0,b'Local-gov',190027.0,b'HS-grad',9.0,b'Divorced',b'Other-service',b'Own-child',b'Black',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
20.0,b'Private',376416.0,b'HS-grad',9.0,b'Never-married',b'Sales',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
17.0,b'Local-gov',236831.0,b'12th',8.0,b'Never-married',b'Adm-clerical',b'Own-child',b'Black',b'Female',0.0,0.0,15.0,b'United-States',b'<=50K'
27.0,b'Private',170148.0,b'Bachelors',13.0,b'Never-married',b'Tech-support',b'Own-child',b'White',b'Female',0.0,0.0,28.0,b'United-States',b'<=50K'
66.0,b'Private',366425.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
53.0,b'Private',95864.0,b'Doctorate',16.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',15024.0,0.0,50.0,b'England',b'>50K'
71.0,b'Private',37435.0,b'Bachelors',13.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,3.0,b'United-States',b'<=50K'
39.0,b'Self-emp-not-inc',151835.0,b'10th',6.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
36.0,b'Private',149419.0,b'Some-college',10.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Male',0.0,0.0,55.0,b'United-States',b'<=50K'
20.0,b'?',224238.0,b'Some-college',10.0,b'Never-married',b'?',b'Own-child',b'White',b'Male',0.0,0.0,6.0,b'United-States',b'<=50K'
56.0,b'Private',359972.0,b'Masters',14.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'England',b'>50K'
60.0,b'Private',23063.0,b'7th-8th',4.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
43.0,b'Private',198282.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Craft-repair',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
46.0,b'Self-emp-inc',211020.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',15024.0,0.0,60.0,b'Germany',b'>50K'
42.0,b'Private',104196.0,b'HS-grad',9.0,b'Never-married',b'Handlers-cleaners',b'Other-relative',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
56.0,b'Private',133819.0,b'HS-grad',9.0,b'Divorced',b'Prof-specialty',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
31.0,b'Private',328734.0,b'HS-grad',9.0,b'Never-married',b'Adm-clerical',b'Unmarried',b'White',b'Female',0.0,2238.0,40.0,b'United-States',b'<=50K'
34.0,b'Self-emp-not-inc',41210.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Farming-fishing',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'<=50K'
38.0,b'Private',225399.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Transport-moving',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
32.0,b'?',13862.0,b'HS-grad',9.0,b'Never-married',b'?',b'Not-in-family',b'Amer-Indian-Eskimo',b'Female',0.0,0.0,38.0,b'United-States',b'<=50K'
32.0,b'Local-gov',43959.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
44.0,b'Private',83827.0,b'HS-grad',9.0,b'Divorced',b'Exec-managerial',b'Not-in-family',b'White',b'Female',0.0,0.0,50.0,b'United-States',b'<=50K'
24.0,b'Private',157332.0,b'Assoc-voc',11.0,b'Divorced',b'Tech-support',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
48.0,b'Private',163706.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',15024.0,0.0,70.0,b'United-States',b'>50K'
43.0,b'Private',211517.0,b'Some-college',10.0,b'Never-married',b'Adm-clerical',b'Not-in-family',b'White',b'Male',0.0,1669.0,45.0,b'United-States',b'<=50K'
69.0,b'?',92852.0,b'HS-grad',9.0,b'Married-civ-spouse',b'?',b'Husband',b'White',b'Male',0.0,0.0,5.0,b'United-States',b'<=50K'
39.0,b'Self-emp-not-inc',192626.0,b'HS-grad',9.0,b'Separated',b'Farming-fishing',b'Not-in-family',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
55.0,b'Private',115439.0,b'Some-college',10.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
27.0,b'Private',98769.0,b'Assoc-voc',11.0,b'Never-married',b'Craft-repair',b'Unmarried',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
29.0,b'Private',66473.0,b'Some-college',10.0,b'Never-married',b'Farming-fishing',b'Unmarried',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
41.0,b'Self-emp-not-inc',138077.0,b'Masters',14.0,b'Married-civ-spouse',b'Exec-managerial',b'Wife',b'White',b'Female',0.0,0.0,10.0,b'United-States',b'>50K'
30.0,b'Local-gov',339388.0,b'Some-college',10.0,b'Married-civ-spouse',b'Tech-support',b'Husband',b'White',b'Male',0.0,0.0,72.0,b'United-States',b'>50K'
28.0,b'Private',195520.0,b'Assoc-voc',11.0,b'Never-married',b'Adm-clerical',b'Other-relative',b'White',b'Male',0.0,0.0,40.0,b'Ireland',b'<=50K'
68.0,b'Private',204680.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,37.0,b'United-States',b'<=50K'
55.0,b'Private',184948.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
37.0,b'Private',356231.0,b'10th',6.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'Black',b'Male',0.0,2129.0,65.0,b'United-States',b'<=50K'
55.0,b'Private',204334.0,b'Prof-school',15.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,1977.0,55.0,b'England',b'>50K'
60.0,b'Self-emp-inc',96660.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Adm-clerical',b'Wife',b'White',b'Female',0.0,0.0,8.0,b'United-States',b'>50K'
44.0,b'Private',184871.0,b'Masters',14.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
45.0,b'Private',298950.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
37.0,b'Private',238802.0,b'HS-grad',9.0,b'Divorced',b'Tech-support',b'Not-in-family',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
58.0,b'?',242670.0,b'Some-college',10.0,b'Married-civ-spouse',b'?',b'Wife',b'White',b'Female',0.0,0.0,20.0,b'United-States',b'<=50K'
47.0,b'Private',183186.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,60.0,b'United-States',b'>50K'
18.0,b'Private',34125.0,b'11th',7.0,b'Never-married',b'Other-service',b'Own-child',b'White',b'Female',0.0,0.0,10.0,b'United-States',b'<=50K'
23.0,b'Private',158996.0,b'Some-college',10.0,b'Married-civ-spouse',b'Handlers-cleaners',b'Husband',b'White',b'Male',0.0,0.0,38.0,b'United-States',b'<=50K'
35.0,b'Local-gov',203883.0,b'Some-college',10.0,b'Divorced',b'Tech-support',b'Unmarried',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
61.0,b'Self-emp-inc',248160.0,b'10th',6.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',7688.0,0.0,40.0,b'United-States',b'>50K'
54.0,b'Private',548361.0,b'Some-college',10.0,b'Married-civ-spouse',b'Sales',b'Husband',b'White',b'Male',0.0,0.0,98.0,b'United-States',b'<=50K'
21.0,b'Private',203914.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Adm-clerical',b'Wife',b'White',b'Female',0.0,0.0,19.0,b'United-States',b'<=50K'
53.0,b'State-gov',91121.0,b'Masters',14.0,b'Never-married',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
46.0,b'Self-emp-not-inc',139397.0,b'10th',6.0,b'Separated',b'Exec-managerial',b'Unmarried',b'White',b'Female',0.0,0.0,15.0,b'Ecuador',b'<=50K'
56.0,b'Private',208640.0,b'Masters',14.0,b'Married-civ-spouse',b'Exec-managerial',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
46.0,b'Private',183013.0,b'Bachelors',13.0,b'Divorced',b'Craft-repair',b'Not-in-family',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
36.0,b'Private',161141.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
54.0,b'Private',343333.0,b'Bachelors',13.0,b'Widowed',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,80.0,b'United-States',b'>50K'
35.0,b'State-gov',210866.0,b'HS-grad',9.0,b'Married-civ-spouse',b'Other-service',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
26.0,b'Private',359854.0,b'Bachelors',13.0,b'Never-married',b'Priv-house-serv',b'Other-relative',b'White',b'Female',0.0,0.0,35.0,b'Mexico',b'<=50K'
49.0,b'Self-emp-inc',235646.0,b'HS-grad',9.0,b'Never-married',b'Craft-repair',b'Not-in-family',b'White',b'Male',0.0,0.0,47.0,b'United-States',b'<=50K'
60.0,b'Self-emp-not-inc',157588.0,b'HS-grad',9.0,b'Divorced',b'Adm-clerical',b'Unmarried',b'White',b'Female',0.0,0.0,99.0,b'United-States',b'<=50K'
55.0,b'Private',200734.0,b'HS-grad',9.0,b'Separated',b'Other-service',b'Unmarried',b'Black',b'Female',0.0,0.0,40.0,b'?',b'<=50K'
21.0,b'Private',212213.0,b'Assoc-acdm',12.0,b'Never-married',b'Adm-clerical',b'Not-in-family',b'Black',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
38.0,b'Private',248941.0,b'Some-college',10.0,b'Married-civ-spouse',b'Tech-support',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
41.0,b'Local-gov',291831.0,b'Masters',14.0,b'Married-civ-spouse',b'Prof-specialty',b'Husband',b'White',b'Male',0.0,0.0,35.0,b'United-States',b'<=50K'
43.0,b'State-gov',114191.0,b'Some-college',10.0,b'Married-civ-spouse',b'Protective-serv',b'Husband',b'Asian-Pac-Islander',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
54.0,b'Self-emp-inc',151580.0,b'Bachelors',13.0,b'Married-civ-spouse',b'Tech-support',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'United-States',b'>50K'
46.0,b'Private',331498.0,b'Doctorate',16.0,b'Never-married',b'Other-service',b'Own-child',b'White',b'Male',0.0,0.0,40.0,b'?',b'<=50K'
20.0,b'Private',139989.0,b'Some-college',10.0,b'Never-married',b'Adm-clerical',b'Own-child',b'Black',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
35.0,b'Private',187167.0,b'Some-college',10.0,b'Divorced',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,50.0,b'United-States',b'<=50K'
24.0,b'Private',299528.0,b'Some-college',10.0,b'Never-married',b'Sales',b'Not-in-family',b'Asian-Pac-Islander',b'Female',0.0,0.0,50.0,b'Taiwan',b'<=50K'
41.0,b'Private',226608.0,b'1st-4th',2.0,b'Married-civ-spouse',b'Machine-op-inspct',b'Husband',b'White',b'Male',0.0,0.0,40.0,b'Mexico',b'<=50K'
36.0,b'Private',306361.0,b'HS-grad',9.0,b'Never-married',b'Other-service',b'Unmarried',b'Black',b'Male',0.0,0.0,40.0,b'United-States',b'<=50K'
40.0,b'Self-emp-not-inc',213416.0,b'5th-6th',3.0,b'Married-civ-spouse',b'Farming-fishing',b'Husband',b'White',b'Male',0.0,0.0,10.0,b'Mexico',b'<=50K'
23.0,b'Private',85139.0,b'HS-grad',9.0,b'Never-married',b'Adm-clerical',b'Not-in-family',b'White',b'Female',0.0,0.0,40.0,b'United-States',b'<=50K'
37.0,b'Private',48779.0,b'HS-grad',9.0,b'Never-married',b'Exec-managerial',b'Not-in-family',b'White',b'Male',0.0,0.0,50.0,b'United-States',b'<=50K'
